transaction_id,ride_id,purchase_amount_usd,charge_status,transaction_ts
10063955,3110095,19.82,Approved,2021-11-06 09:51:00
10063956,3110096,10.46,Approved,2021-10-13 18:17:00
10063957,3110097,10.28,Approved,2021-11-28 11:03:00
10063958,3110099,26.59,Approved,2021-11-11 09:06:00
10063959,3110100,11.12,Approved,2021-11-08 10:03:00
10063960,3110101,22.51,Approved,2022-01-01 09:02:00
10063961,3110102,15.13,Approved,2021-10-13 20:27:00
10063962,3110103,13.56,Approved,2021-07-14 10:56:00
10063963,3110106,14.63,Approved,2021-05-09 17:02:00
10063964,3110108,12.36,Approved,2021-12-14 09:09:00
10063965,3110109,25.26,Approved,2021-12-10 19:44:00
10063966,3110111,20.06,Approved,2021-10-25 21:02:00
10063967,3110112,27.85,Approved,2021-10-07 18:17:00
10063968,3110114,10.93,Approved,2021-05-26 17:42:00
10063969,3110115,28.38,Approved,2021-10-13 17:43:00
10063970,3110116,12.66,Approved,2021-12-18 09:40:00
10063971,3110117,16.39,Approved,2021-11-24 10:13:00
10063972,3110118,29.37,Approved,2021-11-27 10:31:00
10063973,3110120,29.91,Approved,2021-10-12 19:47:00
10063974,3110122,25.46,Approved,2021-11-27 17:51:00
10063975,3110124,10.03,Approved,2021-06-11 11:05:00
10063976,3110125,11.78,Approved,2021-10-14 20:54:00
10063977,3110126,20.78,Approved,2021-10-25 11:32:00
10063978,3110127,22.6,Approved,2022-01-16 18:19:00
10063979,3110129,10.01,Approved,2021-11-27 18:11:00
10063980,3110130,18.87,Approved,2021-08-13 18:55:00
10063981,3110133,21.9,Approved,2021-08-02 10:46:00
10063982,3110134,21,Approved,2022-01-18 20:26:00
10063983,3110135,23.55,Approved,2021-08-11 17:25:00
10063984,3110137,26.85,Approved,2021-03-24 11:17:00
10063985,3110138,24.78,Approved,2021-09-21 09:57:00
10063986,3110141,18.49,Approved,2021-09-26 10:29:00
10063987,3110142,18.64,Approved,2021-12-14 18:42:00
10063988,3110143,27.96,Approved,2021-04-02 19:01:00
10063989,3110144,11.72,Approved,2021-06-03 17:41:00
10063990,3110145,12.88,Approved,2021-09-02 10:20:00
10063991,3110146,26.85,Approved,2021-10-17 18:18:00
10063992,3110148,25.6,Approved,2021-07-23 20:55:00
10063993,3110149,21.7,Approved,2021-11-23 18:57:00
10063994,3110151,12.36,Approved,2021-11-30 04:53:00
10063995,3110152,23.64,Approved,2021-11-30 10:36:00
10063996,3110154,17.17,Approved,2021-09-16 11:44:00
10063997,3110155,25.74,Approved,2021-10-04 17:24:00
10063998,3110158,14.91,Decline,2021-10-20 19:16:00
10063999,3110162,15.48,Approved,2021-02-07 03:03:00
10064000,3110163,21.21,Approved,2021-08-30 18:52:00
10064001,3110164,17.89,Approved,2021-09-07 18:15:00
10064002,3110166,10.4,Approved,2021-04-24 19:41:00
10064003,3110167,20.59,Decline,2021-09-03 18:45:00
10064004,3110169,16.3,Approved,2021-10-28 10:17:00
10064005,3110170,10.78,Approved,2021-05-23 11:13:00
10064006,3110171,12.08,Approved,2022-01-03 20:34:00
10064007,3110172,19.03,Approved,2021-07-01 10:06:00
10064008,3110174,12.09,Approved,2021-11-07 20:03:00
10064009,3110175,21.67,Approved,2021-11-09 09:15:00
10064010,3110176,17.77,Approved,2021-06-11 18:52:00
10064011,3110177,18.43,Approved,2022-01-18 17:53:00
10064012,3110179,19.58,Approved,2021-06-11 10:34:00
10064013,3110180,20.69,Approved,2021-11-19 09:28:00
10064014,3110181,19.45,Approved,2022-01-06 19:57:00
10064015,3110182,17.82,Approved,2021-05-07 11:23:00
10064016,3110183,18.2,Approved,2021-12-07 09:39:00
10064017,3110185,21.86,Approved,2021-08-28 20:14:00
10064018,3110186,19.35,Approved,2021-10-29 19:24:00
10064019,3110187,15.65,Approved,2022-01-11 10:09:00
10064020,3110188,20.4,Approved,2021-11-04 18:05:00
10064021,3110189,10.06,Approved,2021-11-28 18:27:00
10064022,3110190,10.25,Approved,2021-11-12 11:03:00
10064023,3110191,20.49,Approved,2021-10-09 20:20:00
10064024,3110193,20.95,Approved,2021-09-07 10:10:00
10064025,3110196,17.85,Approved,2021-07-02 10:00:00
10064026,3110198,17.36,Approved,2022-01-18 08:22:00
10064027,3110199,29.86,Approved,2021-12-10 10:03:00
10064028,3110201,15.27,Approved,2021-09-04 17:31:00
10064029,3110203,12.57,Approved,2021-11-05 07:51:00
10064030,3110205,12.35,Approved,2021-09-01 18:54:00
10064031,3110206,10.27,Approved,2021-10-12 17:01:00
10064032,3110207,23.98,Approved,2021-03-04 18:04:00
10064033,3110208,23.91,Approved,2021-08-22 10:39:00
10064034,3110209,19.03,Approved,2021-07-10 17:15:00
10064035,3110211,23.77,Approved,2021-12-18 19:46:00
10064036,3110213,14.53,Approved,2021-10-12 18:43:00
10064037,3110215,16.12,Approved,2021-09-24 18:19:00
10064038,3110217,27.52,Approved,2021-10-01 19:22:00
10064039,3110219,17.5,Approved,2022-01-20 16:21:00
10064040,3110221,24.29,Approved,2021-07-01 17:39:00
10064041,3110222,20.3,Approved,2021-02-25 10:44:00
10064042,3110223,22.39,Approved,2021-09-27 18:06:00
10064043,3110224,19.72,Approved,2021-10-12 11:02:00
10064044,3110226,18.84,Approved,2021-10-14 09:51:00
10064045,3110227,29.98,Decline,2021-12-31 10:32:00
10064046,3110228,19.47,Approved,2021-09-04 17:08:00
10064047,3110229,22.88,Approved,2021-07-21 10:47:00
10064048,3110231,28.14,Approved,2021-06-20 19:48:00
10064049,3110232,29.29,Approved,2021-08-31 10:15:00
10064050,3110233,24.66,Approved,2021-11-03 09:40:00
10064051,3110236,28.36,Approved,2021-10-11 10:54:00
10064052,3110237,28.72,Approved,2021-08-16 17:23:00
10064053,3110241,26.99,Approved,2022-01-07 12:33:00
10064054,3110242,28.23,Approved,2021-09-25 19:13:00
10064055,3110244,23.39,Approved,2021-12-01 12:48:00
10064056,3110245,17.81,Decline,2021-11-17 19:59:00
10064057,3110246,17.4,Approved,2021-03-24 13:46:00
10064058,3110247,26.75,Approved,2021-06-07 17:37:00
10064059,3110249,29.07,Approved,2021-12-26 20:24:00
10064060,3110250,22.58,Approved,2021-09-24 19:33:00
10064061,3110251,22.97,Approved,2021-05-24 10:47:00
10064062,3110252,24.65,Approved,2021-09-02 18:45:00
10064063,3110253,27.12,Approved,2022-01-03 18:46:00
10064064,3110255,28.79,Approved,2021-06-02 12:21:00
10064065,3110256,26.97,Approved,2021-09-08 10:13:00
10064066,3110258,19.52,Approved,2021-07-01 18:39:00
10064067,3110260,10.5,Approved,2021-10-01 17:58:00
10064068,3110261,26.57,Approved,2021-07-18 12:08:00
10064069,3110262,15.84,Approved,2021-09-18 11:15:00
10064070,3110265,10.9,Approved,2021-09-22 05:15:00
10064071,3110267,21.19,Approved,2021-11-05 17:27:00
10064072,3110269,27.99,Approved,2021-08-04 17:01:00
10064073,3110275,17.64,Approved,2021-11-05 09:00:00
10064074,3110277,18.8,Approved,2021-09-19 08:55:00
10064075,3110278,10.71,Approved,2022-01-24 09:41:00
10064076,3110279,21.99,Approved,2021-09-19 05:43:00
10064077,3110280,27.29,Approved,2021-09-05 20:57:00
10064078,3110281,27.95,Approved,2021-10-11 20:21:00
10064079,3110282,28.53,Approved,2021-12-23 09:59:00
10064080,3110283,23.51,Approved,2021-06-07 16:05:00
10064081,3110284,21.33,Approved,2021-05-08 09:07:00
10064082,3110287,26.25,Approved,2021-09-04 10:02:00
10064083,3110288,23.82,Approved,2021-10-13 10:54:00
10064084,3110290,15.16,Approved,2021-06-11 13:58:00
10064085,3110296,27.72,Approved,2021-05-06 11:26:00
10064086,3110299,29.17,Approved,2021-05-26 11:23:00
10064087,3110304,24.58,Approved,2021-11-26 13:14:00
10064088,3110305,15.58,Approved,2021-06-09 09:07:00
10064089,3110306,11.99,Approved,2021-12-26 16:01:00
10064090,3110307,28.51,Approved,2021-10-06 18:03:00
10064091,3110308,25.9,Approved,2021-04-04 16:27:00
10064092,3110310,23.26,Approved,2021-10-05 10:50:00
10064093,3110311,17.08,Approved,2021-08-21 10:52:00
10064094,3110313,21.06,Approved,2021-11-11 08:06:00
10064095,3110315,27.73,Approved,2021-07-14 10:07:00
10064096,3110318,19.76,Approved,2021-07-14 20:37:00
10064097,3110319,11.6,Approved,2021-10-21 20:47:00
10064098,3110320,15.09,Approved,2021-10-16 09:37:00
10064099,3110321,22.17,Approved,2022-01-08 10:17:00
10064100,3110324,28.84,Approved,2022-01-05 19:35:00
10064101,3110327,15.39,Approved,2021-08-18 19:51:00
10064102,3110329,25.74,Approved,2021-06-25 10:04:00
10064103,3110330,26.67,Approved,2021-11-09 19:10:00
10064104,3110331,26.49,Approved,2021-06-28 19:18:00
10064105,3110332,24.7,Approved,2021-12-07 17:27:00
10064106,3110333,10.51,Approved,2021-05-24 10:57:00
10064107,3110335,26.47,Approved,2021-09-29 19:43:00
10064108,3110337,22.56,Decline,2021-11-13 11:25:00
10064109,3110338,10.31,Approved,2022-01-09 17:26:00
10064110,3110340,27.8,Approved,2021-12-29 19:31:00
10064111,3110341,24.56,Approved,2021-08-21 18:13:00
10064112,3110342,20.05,Approved,2021-11-29 00:47:00
10064113,3110344,27.24,Approved,2021-10-30 14:12:00
10064114,3110345,16.98,Approved,2021-09-23 10:43:00
10064115,3110347,23.39,Approved,2021-12-11 09:35:00
10064116,3110348,21.78,Approved,2021-11-22 18:08:00
10064117,3110349,13.71,Approved,2021-04-15 20:45:00
10064118,3110350,29.52,Approved,2021-11-18 18:06:00
10064119,3110353,27.9,Approved,2021-12-04 10:52:00
10064120,3110354,10.39,Approved,2021-08-11 17:39:00
10064121,3110355,28.71,Approved,2021-08-29 21:00:00
10064122,3110356,22.15,Approved,2021-12-09 20:43:00
10064123,3110357,19.45,Approved,2021-11-30 17:57:00
10064124,3110359,20.58,Approved,2021-08-05 10:49:00
10064125,3110361,10.73,Approved,2022-01-14 14:24:00
10064126,3110362,15.28,Approved,2021-10-04 18:14:00
10064127,3110363,26,Approved,2021-06-03 21:23:00
10064128,3110364,18.78,Approved,2021-07-16 17:32:00
10064129,3110368,10.05,Approved,2021-10-12 09:21:00
10064130,3110370,17.85,Approved,2021-12-16 15:50:00
10064131,3110373,22.11,Approved,2021-04-09 12:51:00
10064132,3110374,18.38,Approved,2021-12-23 17:29:00
10064133,3110377,23.09,Approved,2021-02-28 13:28:00
10064134,3110378,20.59,Approved,2021-10-03 17:27:00
10064135,3110379,19.44,Approved,2022-01-17 20:50:00
10064136,3110380,23.58,Approved,2021-05-27 20:37:00
10064137,3110382,16.02,Approved,2021-07-25 19:40:00
10064138,3110386,14.22,Approved,2021-08-05 18:52:00
10064139,3110387,13.6,Decline,2021-11-07 13:41:00
10064140,3110390,25.06,Approved,2021-12-02 18:53:00
10064141,3110392,25.19,Approved,2021-10-03 21:08:00
10064142,3110393,21.66,Approved,2021-11-22 10:33:00
10064143,3110394,29,Approved,2021-10-24 11:44:00
10064144,3110395,26.2,Approved,2021-04-20 19:24:00
10064145,3110396,22.95,Approved,2021-10-01 09:54:00
10064146,3110398,22.14,Approved,2022-01-13 18:05:00
10064147,3110400,18.55,Approved,2021-10-31 18:35:00
10064148,3110401,12.61,Approved,2021-11-27 18:28:00
10064149,3110402,18.93,Approved,2021-08-11 11:09:00
10064150,3110403,24.34,Approved,2021-10-16 11:52:00
10064151,3110404,21.29,Approved,2021-10-01 18:04:00
10064152,3110407,19.43,Approved,2021-07-21 20:37:00
10064153,3110411,25.34,Approved,2021-11-24 11:42:00
10064154,3110413,22.72,Approved,2021-11-18 17:32:00
10064155,3110414,14.97,Approved,2021-07-16 19:20:00
10064156,3110415,23.32,Approved,2021-08-13 17:29:00
10064157,3110416,23.7,Approved,2021-09-10 11:45:00
10064158,3110417,17.94,Approved,2021-08-16 10:37:00
10064159,3110419,26.53,Approved,2021-06-12 09:05:00
10064160,3110421,18.23,Approved,2021-09-25 19:58:00
10064161,3110423,23.89,Approved,2021-09-28 18:45:00
10064162,3110424,27.05,Approved,2021-06-30 09:37:00
10064163,3110425,23.91,Approved,2021-08-17 10:19:00
10064164,3110427,19.14,Approved,2021-11-10 11:24:00
10064165,3110428,23.35,Decline,2022-01-05 13:58:00
10064166,3110429,20.75,Approved,2021-10-07 18:28:00
10064167,3110430,29.25,Approved,2021-10-13 18:46:00
10064168,3110431,11.98,Approved,2021-10-15 10:41:00
10064169,3110433,21.3,Approved,2021-05-05 17:33:00
10064170,3110436,20.69,Approved,2021-10-30 09:29:00
10064171,3110440,10.27,Approved,2021-05-19 11:15:00
10064172,3110441,18.71,Approved,2021-03-18 18:31:00
10064173,3110442,10.31,Approved,2021-09-05 18:17:00
10064174,3110446,25.13,Approved,2021-09-25 10:36:00
10064175,3110447,10.79,Approved,2021-08-10 20:37:00
10064176,3110451,13,Approved,2021-10-09 19:02:00
10064177,3110453,24.2,Approved,2021-12-30 18:52:00
10064178,3110454,23.7,Approved,2021-05-27 10:00:00
10064179,3110455,14.63,Approved,2022-01-21 18:13:00
10064180,3110456,25.6,Approved,2021-12-14 19:19:00
10064181,3110457,17.7,Approved,2021-05-10 10:37:00
10064182,3110462,22.81,Approved,2021-07-14 09:42:00
10064183,3110463,25.17,Approved,2021-09-08 17:52:00
10064184,3110465,11.58,Approved,2021-09-01 17:41:00
10064185,3110466,23.88,Approved,2021-12-31 15:21:00
10064186,3110467,10.72,Approved,2021-07-13 11:07:00
10064187,3110469,17.95,Approved,2021-12-17 18:32:00
10064188,3110473,22.79,Approved,2021-11-26 09:59:00
10064189,3110476,14.95,Approved,2021-10-05 10:30:00
10064190,3110479,17.92,Approved,2021-10-07 20:25:00
10064191,3110480,18.81,Approved,2021-03-23 10:31:00
10064192,3110482,20.24,Approved,2021-10-11 20:21:00
10064193,3110484,25.07,Approved,2021-12-16 10:02:00
10064194,3110487,12.71,Approved,2022-01-29 15:08:00
10064195,3110488,24.19,Approved,2022-01-18 20:52:00
10064196,3110489,26.39,Decline,2021-12-05 11:18:00
10064197,3110491,19.95,Approved,2021-09-12 17:07:00
10064198,3110497,11.61,Approved,2021-10-20 18:43:00
10064199,3110499,11.86,Approved,2022-01-20 09:44:00
10064200,3110501,28.54,Approved,2021-10-11 18:14:00
10064201,3110502,20.94,Approved,2022-01-04 20:16:00
10064202,3110503,10.21,Approved,2021-05-18 12:19:00
10064203,3110507,13.99,Approved,2021-09-07 17:26:00
10064204,3110508,10.8,Approved,2021-06-13 07:25:00
10064205,3110509,24.07,Approved,2021-06-04 19:56:00
10064206,3110510,22.37,Approved,2021-06-09 09:55:00
10064207,3110512,28.86,Approved,2021-07-27 19:43:00
10064208,3110513,28.33,Approved,2021-08-28 21:24:00
10064209,3110514,12.87,Approved,2021-10-17 10:03:00
10064210,3110517,17.42,Approved,2021-09-06 08:45:00
10064211,3110519,12.53,Approved,2021-07-11 16:48:00
10064212,3110520,15.61,Approved,2021-09-24 18:58:00
10064213,3110521,10.36,Approved,2021-09-21 13:30:00
10064214,3110523,20.1,Approved,2021-11-15 11:11:00
10064215,3110528,19.68,Approved,2021-05-17 10:26:00
10064216,3110529,21.74,Approved,2021-03-30 10:27:00
10064217,3110533,18.17,Approved,2021-12-28 20:00:00
10064218,3110534,11.14,Approved,2021-08-21 17:10:00
10064219,3110535,25.34,Approved,2021-10-20 17:32:00
10064220,3110536,16.96,Approved,2021-10-27 18:18:00
10064221,3110539,25.87,Approved,2021-02-01 10:09:00
10064222,3110540,18.8,Approved,2021-04-28 16:28:00
10064223,3110541,22.29,Approved,2021-11-15 20:03:00
10064224,3110543,24.85,Approved,2021-12-16 11:41:00
10064225,3110545,14.98,Approved,2022-01-20 09:48:00
10064226,3110550,10.83,Approved,2021-09-27 09:06:00
10064227,3110552,27.2,Approved,2021-12-22 19:35:00
10064228,3110554,16.72,Approved,2021-10-12 09:45:00
10064229,3110555,28.98,Approved,2021-11-05 12:47:00
10064230,3110556,11.07,Approved,2021-05-13 18:08:00
10064231,3110557,20.99,Approved,2021-11-15 17:47:00
10064232,3110560,29.62,Decline,2022-01-11 18:18:00
10064233,3110561,19.39,Approved,2021-05-03 09:53:00
10064234,3110562,12.42,Approved,2021-08-18 21:26:00
10064235,3110563,11.61,Approved,2021-05-03 11:03:00
10064236,3110564,18.33,Approved,2021-06-27 10:03:00
10064237,3110565,24.48,Approved,2021-12-13 20:12:00
10064238,3110572,23.44,Approved,2022-01-12 09:40:00
10064239,3110574,23.37,Approved,2021-11-15 18:09:00
10064240,3110575,20.42,Approved,2021-12-04 06:55:00
10064241,3110582,24.55,Approved,2021-04-23 10:35:00
10064242,3110585,12.87,Approved,2021-06-28 19:27:00
10064243,3110589,18.22,Approved,2021-12-15 18:16:00
10064244,3110590,10.31,Approved,2021-06-10 18:32:00
10064245,3110592,20.1,Approved,2021-11-15 19:32:00
10064246,3110593,13.06,Approved,2021-12-30 10:02:00
10064247,3110594,27.29,Approved,2021-09-22 09:54:00
10064248,3110595,18.04,Approved,2022-01-21 08:40:00
10064249,3110601,27.86,Approved,2021-10-14 17:53:00
10064250,3110602,21.74,Approved,2021-11-28 17:15:00
10064251,3110604,13.54,Approved,2021-11-26 20:17:00
10064252,3110605,24.77,Approved,2021-06-22 11:08:00
10064253,3110606,24.38,Approved,2021-06-27 18:02:00
10064254,3110607,17.44,Approved,2021-11-08 18:08:00
10064255,3110608,25.76,Approved,2022-01-13 17:05:00
10064256,3110611,26.91,Approved,2021-11-22 18:34:00
10064257,3110613,25.47,Approved,2021-11-13 16:36:00
10064258,3110618,29.15,Approved,2021-11-24 21:02:00
10064259,3110619,25.39,Approved,2021-12-27 17:49:00
10064260,3110622,18.69,Approved,2021-06-26 18:53:00
10064261,3110625,18.52,Approved,2021-06-28 09:24:00
10064262,3110626,17.31,Approved,2021-12-14 20:07:00
10064263,3110628,29.05,Approved,2021-06-11 08:09:00
10064264,3110630,12.87,Approved,2021-11-13 17:32:00
10064265,3110631,29.02,Approved,2021-12-03 19:02:00
10064266,3110635,27.03,Approved,2022-01-07 17:03:00
10064267,3110637,15.86,Approved,2021-03-17 18:19:00
10064268,3110639,28.95,Approved,2021-10-19 09:48:00
10064269,3110641,16.34,Approved,2021-10-30 14:09:00
10064270,3110642,24.6,Approved,2021-07-31 17:48:00
10064271,3110644,11.15,Approved,2021-10-24 12:59:00
10064272,3110646,22.85,Approved,2021-11-26 13:42:00
10064273,3110648,18.86,Approved,2021-11-18 18:39:00
10064274,3110649,11.98,Approved,2021-09-30 09:32:00
10064275,3110650,21.71,Approved,2022-01-13 20:16:00
10064276,3110651,23.41,Approved,2021-08-18 17:11:00
10064277,3110652,22.85,Approved,2021-10-22 19:28:00
10064278,3110653,27.22,Approved,2021-10-22 16:33:00
10064279,3110654,18.34,Approved,2021-07-21 20:48:00
10064280,3110657,22.17,Approved,2021-08-02 21:03:00
10064281,3110658,14.53,Approved,2021-09-15 09:59:00
10064282,3110659,29.63,Approved,2022-01-22 18:11:00
10064283,3110662,28.87,Approved,2022-01-11 09:24:00
10064284,3110666,13.98,Approved,2021-06-04 09:03:00
10064285,3110668,16.19,Approved,2021-12-16 20:05:00
10064286,3110670,19.23,Approved,2021-12-05 19:28:00
10064287,3110672,17.73,Approved,2022-01-09 10:33:00
10064288,3110675,18.74,Approved,2021-04-30 17:40:00
10064289,3110677,10.47,Approved,2021-07-13 18:42:00
10064290,3110681,27.75,Approved,2022-01-11 20:37:00
10064291,3110682,13.49,Approved,2021-11-02 17:18:00
10064292,3110683,27.59,Approved,2021-02-23 17:20:00
10064293,3110686,24.76,Approved,2021-10-16 17:52:00
10064294,3110687,13.16,Approved,2022-01-04 10:54:00
10064295,3110688,26.86,Approved,2021-05-05 06:35:00
10064296,3110690,24.87,Approved,2021-08-18 10:33:00
10064297,3110691,24.46,Approved,2021-08-01 18:39:00
10064298,3110695,19.47,Approved,2021-11-08 10:25:00
10064299,3110696,22.58,Approved,2021-10-31 19:27:00
10064300,3110697,20.47,Approved,2022-01-02 09:00:00
10064301,3110698,29.86,Approved,2021-06-13 11:35:00
10064302,3110699,18.27,Approved,2021-08-20 19:50:00
10064303,3110700,29.93,Approved,2022-01-13 09:50:00
10064304,3110705,17.73,Approved,2021-12-24 19:56:00
10064305,3110710,26.58,Approved,2021-04-07 18:02:00
10064306,3110712,24.55,Approved,2021-10-12 11:58:00
10064307,3110713,29.44,Approved,2021-11-29 09:28:00
10064308,3110714,21.27,Approved,2021-03-16 09:33:00
10064309,3110716,16.42,Approved,2021-11-24 10:19:00
10064310,3110717,16.19,Approved,2021-08-04 09:33:00
10064311,3110718,27.11,Approved,2021-05-14 17:36:00
10064312,3110721,14.66,Approved,2021-11-24 16:58:00
10064313,3110722,23.93,Decline,2021-09-07 12:52:00
10064314,3110724,18.94,Approved,2021-12-10 10:45:00
10064315,3110725,23.22,Approved,2021-07-13 09:50:00
10064316,3110727,20.02,Approved,2021-05-30 18:59:00
10064317,3110729,28.95,Approved,2021-05-16 12:42:00
10064318,3110732,13.23,Approved,2021-01-24 11:32:00
10064319,3110734,12.96,Approved,2021-10-29 17:01:00
10064320,3110735,25.65,Approved,2021-09-04 19:52:00
10064321,3110737,23.69,Approved,2021-10-15 10:30:00
10064322,3110738,12.29,Approved,2021-12-13 12:22:00
10064323,3110739,20.19,Approved,2021-12-16 01:36:00
10064324,3110744,12.3,Approved,2021-12-23 13:25:00
10064325,3110746,23.35,Approved,2022-01-16 19:42:00
10064326,3110747,10.87,Approved,2021-09-02 11:21:00
10064327,3110749,12.39,Approved,2021-10-28 10:18:00
10064328,3110751,26.05,Approved,2021-10-13 13:37:00
10064329,3110757,26.21,Approved,2021-12-27 10:33:00
10064330,3110759,19.96,Approved,2021-12-31 19:13:00
10064331,3110762,13.71,Approved,2021-09-08 19:20:00
10064332,3110763,28.74,Approved,2021-07-17 21:03:00
10064333,3110764,16.99,Decline,2022-01-15 09:30:00
10064334,3110766,14.96,Approved,2021-12-31 17:01:00
10064335,3110769,28.4,Approved,2021-07-02 18:10:00
10064336,3110770,21.57,Approved,2021-12-03 17:42:00
10064337,3110771,19.32,Approved,2021-09-10 17:43:00
10064338,3110777,14.27,Approved,2021-06-26 02:35:00
10064339,3110778,23.77,Approved,2021-10-31 18:02:00
10064340,3110782,10.44,Approved,2021-11-25 09:54:00
10064341,3110785,20.96,Approved,2022-01-09 07:09:00
10064342,3110786,17.1,Approved,2021-01-17 18:33:00
10064343,3110788,12.05,Approved,2021-12-15 05:22:00
10064344,3110789,17.95,Approved,2021-09-10 09:46:00
10064345,3110791,10.67,Decline,2021-11-28 17:09:00
10064346,3110796,11.17,Approved,2021-12-22 14:55:00
10064347,3110797,29.85,Approved,2021-09-09 18:04:00
10064348,3110799,16.08,Approved,2021-10-19 09:50:00
10064349,3110800,24.25,Approved,2021-12-31 10:07:00
10064350,3110805,11.11,Approved,2021-10-07 09:47:00
10064351,3110806,18.19,Approved,2021-08-22 19:15:00
10064352,3110807,23.92,Approved,2022-01-10 19:45:00
10064353,3110808,18.29,Approved,2022-01-23 20:59:00
10064354,3110810,24.76,Approved,2021-11-01 10:13:00
10064355,3110811,17.33,Approved,2022-01-08 18:38:00
10064356,3110812,21.06,Approved,2022-01-15 20:32:00
10064357,3110813,21.28,Approved,2021-08-23 17:27:00
10064358,3110814,29.99,Approved,2021-04-25 18:19:00
10064359,3110817,19.6,Approved,2021-12-30 08:56:00
10064360,3110818,24.03,Approved,2021-10-13 09:38:00
10064361,3110821,23.07,Approved,2021-04-25 10:15:00
10064362,3110822,15.62,Approved,2021-10-11 18:13:00
10064363,3110825,28.89,Approved,2021-12-19 23:15:00
10064364,3110827,16.8,Approved,2021-05-29 09:36:00
10064365,3110828,23.77,Approved,2021-05-08 13:19:00
10064366,3110830,23.6,Approved,2021-10-04 10:28:00
10064367,3110831,13.25,Approved,2022-01-12 17:56:00
10064368,3110832,21.11,Approved,2021-11-20 17:45:00
10064369,3110835,26.57,Decline,2021-10-25 10:01:00
10064370,3110836,24.3,Approved,2021-03-24 11:22:00
10064371,3110838,26,Approved,2021-12-30 16:26:00
10064372,3110840,23.92,Approved,2022-01-08 10:50:00
10064373,3110843,14.74,Approved,2021-07-25 06:12:00
10064374,3110845,13.88,Approved,2021-12-30 10:34:00
10064375,3110846,12.7,Approved,2021-11-28 20:32:00
10064376,3110847,27.45,Approved,2021-08-23 17:33:00
10064377,3110851,23.04,Approved,2022-01-02 06:10:00
10064378,3110854,26.37,Approved,2021-10-18 18:48:00
10064379,3110855,10.82,Approved,2021-06-26 09:07:00
10064380,3110858,23.06,Approved,2021-04-23 17:53:00
10064381,3110859,17.92,Approved,2021-12-24 10:16:00
10064382,3110860,10.62,Approved,2021-11-27 18:03:00
10064383,3110862,29.61,Approved,2021-10-24 10:28:00
10064384,3110864,13,Approved,2021-09-13 10:19:00
10064385,3110866,26.4,Approved,2021-02-26 20:42:00
10064386,3110867,10.26,Approved,2021-05-26 20:05:00
10064387,3110873,14.87,Approved,2022-01-16 19:36:00
10064388,3110874,18.58,Approved,2021-04-30 20:29:00
10064389,3110875,26.91,Approved,2021-10-01 17:17:00
10064390,3110876,25.08,Approved,2021-07-02 18:42:00
10064391,3110879,28.39,Approved,2021-05-07 18:50:00
10064392,3110881,15.65,Approved,2021-11-06 06:25:00
10064393,3110883,25.26,Approved,2021-07-15 19:53:00
10064394,3110884,25.78,Approved,2021-06-04 09:53:00
10064395,3110885,23.12,Approved,2021-11-26 19:39:00
10064396,3110888,14.83,Approved,2021-06-29 19:36:00
10064397,3110889,11.37,Approved,2021-08-30 10:03:00
10064398,3110890,28.24,Approved,2022-01-17 19:07:00
10064399,3110891,21.82,Approved,2021-09-15 19:03:00
10064400,3110893,21.39,Approved,2021-05-15 18:15:00
10064401,3110895,21.03,Approved,2021-07-04 18:51:00
10064402,3110898,27.64,Approved,2021-12-19 21:19:00
10064403,3110899,11.68,Approved,2021-04-15 09:17:00
10064404,3110901,22.9,Approved,2021-03-28 15:40:00
10064405,3110902,13.18,Approved,2021-10-14 11:44:00
10064406,3110905,18.93,Approved,2021-06-19 17:09:00
10064407,3110906,21.09,Approved,2021-05-15 09:13:00
10064408,3110907,22.6,Approved,2021-08-02 10:24:00
10064409,3110909,16.21,Decline,2021-05-06 18:16:00
10064410,3110910,26.58,Approved,2021-10-18 10:10:00
10064411,3110913,24.8,Approved,2021-04-24 19:42:00
10064412,3110914,28.47,Approved,2021-07-21 13:45:00
10064413,3110915,27.25,Approved,2021-09-06 18:17:00
10064414,3110917,12.07,Approved,2021-09-10 18:35:00
10064415,3110918,16.64,Approved,2021-09-23 16:48:00
10064416,3110919,24.12,Approved,2021-03-17 17:47:00
10064417,3110921,13.6,Approved,2022-01-19 11:05:00
10064418,3110922,14.78,Approved,2021-05-12 10:26:00
10064419,3110924,24.01,Approved,2021-07-23 11:14:00
10064420,3110925,10.91,Decline,2021-08-18 10:40:00
10064421,3110926,18.85,Decline,2021-12-25 18:09:00
10064422,3110928,13.45,Approved,2022-01-21 18:24:00
10064423,3110930,20.23,Approved,2021-09-26 18:07:00
10064424,3110931,20.04,Approved,2021-12-08 18:31:00
10064425,3110932,27.96,Approved,2021-12-20 18:18:00
10064426,3110934,24.64,Approved,2021-08-24 13:58:00
10064427,3110935,29.87,Approved,2021-05-07 10:47:00
10064428,3110936,16.53,Approved,2022-01-25 18:44:00
10064429,3110937,12.18,Approved,2022-01-28 09:31:00
10064430,3110938,29.33,Decline,2021-11-11 20:48:00
10064431,3110942,21.86,Approved,2021-09-13 18:28:00
10064432,3110943,12.34,Approved,2021-12-16 02:34:00
10064433,3110944,18.7,Approved,2022-01-09 09:29:00
10064434,3110945,26.86,Decline,2021-07-04 05:55:00
10064435,3110946,17.47,Approved,2021-04-30 10:12:00
10064436,3110947,18.24,Approved,2021-08-02 10:15:00
